,age,prev_year_min_avg,career_min_avg,prev_year_competition_Currie Cup,prev_year_competition_England Championship,prev_year_competition_England Premiership,prev_year_competition_NPC,prev_year_competition_National Rugby Championship,prev_year_competition_Pro D2,prev_year_competition_Super Rugby,prev_year_competition_Top 14,prev_year_competition_United Rugby Championship,competition_Currie Cup,competition_England Championship,competition_England Premiership,competition_NPC,competition_National Rugby Championship,competition_Pro D2,competition_Super Rugby,competition_Top 14,competition_United Rugby Championship,pred
3096,0.4230769230769231,0.5708333333333333,0.5708333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3103,0.4230769230769231,0.625,0.7942307692307693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3207,0.4230769230769231,0.968,0.8942602040816328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3233,0.6538461538461539,0.6140625,0.49015486725663715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3242,0.5576923076923077,0.6113636363636363,0.5738095238095238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3244,0.5192307692307693,0.5045454545454546,0.5045454545454546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3254,0.4423076923076923,0.6583333333333333,0.6693910256410256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3255,0.4230769230769231,0.6928571428571428,0.6734649122807017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3268,0.4423076923076923,0.8955,0.8902777777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3282,0.46153846153846156,0.8119318181818181,0.7471875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3309,0.4423076923076923,0.7922619047619047,0.6705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3310,0.4230769230769231,0.65234375,0.6231481481481482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3314,0.38461538461538464,0.6689814814814815,0.6553571428571429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3323,0.5,0.7916666666666667,0.7959051724137931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3327,0.46153846153846156,0.7609375,0.7609375,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3340,0.4230769230769231,0.7424999999999999,0.6657894736842105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3341,0.40384615384615385,0.7515625,0.6383928571428571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3343,0.38461538461538464,0.4875,0.4875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3350,0.38461538461538464,0.7484375,0.7522058823529412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3351,0.36538461538461536,0.8125,0.8125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3355,0.4423076923076923,0.8897727272727274,0.7935714285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3366,0.6153846153846154,0.8896739130434783,0.7132845188284519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3376,0.5192307692307693,0.736111111111111,0.7024456521739131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3381,0.4230769230769231,0.4196428571428571,0.33333333333333337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3389,0.40384615384615385,0.5585526315789473,0.5027439024390243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3407,0.46153846153846156,0.4115384615384615,0.5304347826086956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3427,0.36538461538461536,0.6625,0.6625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3430,0.5,0.8052884615384615,0.7717672413793103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3441,0.46153846153846156,0.45,0.425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3456,0.4423076923076923,0.9796875,0.9684523809523811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3457,0.4230769230769231,0.9324999999999999,0.9324999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3500,0.4423076923076923,0.675,0.6902777777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3557,0.5192307692307693,0.8933823529411764,0.90625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3560,0.46153846153846156,0.91875,0.88828125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3562,0.4423076923076923,0.878125,0.878125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3576,0.40384615384615385,0.8370192307692308,0.8166666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3648,0.40384615384615385,0.3806818181818182,0.38482142857142854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3675,0.5384615384615384,0.6011363636363637,0.5084645669291339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3676,0.5192307692307693,0.5480263157894737,0.48904761904761906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3678,0.5,0.6921875,0.47601744186046513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3680,0.46153846153846156,0.24326923076923074,0.3386627906976744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3683,0.4423076923076923,0.5039473684210527,0.38,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3684,0.4230769230769231,0.15,0.16590909090909092,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3729,0.5961538461538461,0.5046875,0.7232638888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3764,0.4230769230769231,0.6625,0.6385416666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3765,0.40384615384615385,0.0875,0.0875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3787,0.34615384615384615,0.45,0.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3805,0.40384615384615385,0.28875,0.28875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3821,0.4807692307692308,0.7625,0.6610169491525424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3823,0.4423076923076923,0.8461538461538461,0.6537499999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3833,0.40384615384615385,0.41500000000000004,0.3625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3848,0.40384615384615385,0.9476190476190476,0.8286016949152541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3870,0.38461538461538464,0.9833333333333334,0.9833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3879,0.38461538461538464,0.434375,0.434375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3896,0.40384615384615385,0.5196428571428571,0.48125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3898,0.38461538461538464,0.5578125,0.46845238095238095,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3907,0.4230769230769231,0.7798611111111111,0.7695652173913043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3924,0.4230769230769231,0.6479166666666667,0.6295588235294118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3931,0.4807692307692308,0.659375,0.6936868686868687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3933,0.4423076923076923,0.7203125,0.6665865384615385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3935,0.4230769230769231,0.6205357142857143,0.6205357142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4008,0.4423076923076923,0.8428571428571429,0.8625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4014,0.5961538461538461,0.6910714285714286,0.5376666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4016,0.5576923076923077,0.5860294117647059,0.4700581395348837,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4017,0.5384615384615384,0.3942307692307693,0.3942307692307693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4037,0.40384615384615385,0.7290178571428572,0.7290178571428572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4072,0.46153846153846156,0.6465909090909091,0.43888888888888894,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4151,0.4807692307692308,0.7477272727272728,0.6054203539823009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4160,0.38461538461538464,0.546,0.546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4167,0.4423076923076923,0.7180555555555556,0.6913461538461538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4171,0.5192307692307693,0.6388157894736842,0.5743697478991596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4173,0.4807692307692308,0.650625,0.5501488095238095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4174,0.4807692307692308,0.650625,0.5501488095238095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4214,0.5192307692307693,0.503125,0.7273529411764705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4218,0.4807692307692308,0.746875,0.77,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4244,0.40384615384615385,0.9289772727272727,0.8712719298245615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4245,0.38461538461538464,0.8358333333333332,0.835,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4247,0.36538461538461536,0.834375,0.834375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4253,0.5192307692307693,0.7113636363636363,0.5858585858585859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4256,0.46153846153846156,0.3875,0.35170454545454544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4261,0.40384615384615385,0.27999999999999997,0.27999999999999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4335,0.4230769230769231,0.34375,0.240625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4337,0.40384615384615385,0.1625,0.1375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4375,0.46153846153846156,0.38125,0.6734375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4376,0.46153846153846156,0.38125,0.6734375,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4391,0.5769230769230769,0.52,0.7481617647058824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4405,0.4807692307692308,0.9125,0.9125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4408,0.46153846153846156,0.7595588235294117,0.6847727272727273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4457,0.36538461538461536,0.27083333333333337,0.27083333333333337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4459,0.46153846153846156,0.6069444444444445,0.69475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4460,0.4423076923076923,0.8611842105263158,0.744140625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4464,0.40384615384615385,0.5722222222222222,0.57625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4471,0.38461538461538464,0.140625,0.140625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4484,0.46153846153846156,1.0,0.8682142857142857,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4505,0.40384615384615385,0.33999999999999997,0.30113636363636365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4532,0.40384615384615385,0.6755952380952381,0.648263888888889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4539,0.38461538461538464,0.4295833333333333,0.3975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4547,0.40384615384615385,0.5847222222222223,0.5847222222222223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4551,0.4423076923076923,0.6645833333333333,0.631896551724138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4554,0.40384615384615385,0.8375,0.6616666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4556,0.38461538461538464,0.5125,0.5078125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4566,0.4807692307692308,0.8801724137931034,0.8402097902097901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4586,0.36538461538461536,0.6705357142857143,0.6705357142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4613,0.40384615384615385,0.755,0.6908653846153846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4618,0.4423076923076923,0.7145833333333333,0.8518229166666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4633,0.5576923076923077,0.753125,0.665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4639,0.4423076923076923,0.45,0.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4662,0.4423076923076923,0.3597222222222222,0.31666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4669,0.6153846153846154,0.849,0.7793445121951219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4671,0.5769230769230769,0.89296875,0.76748046875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4673,0.5576923076923077,0.8592592592592594,0.7495535714285715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4690,0.46153846153846156,0.7166666666666667,0.7166666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4701,0.4423076923076923,0.7914473684210527,0.775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4703,0.4230769230769231,0.44375,0.74375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4730,0.4230769230769231,0.38125,0.38125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4737,0.38461538461538464,0.9583333333333334,0.81328125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4741,0.40384615384615385,0.5892045454545454,0.5979166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4742,0.38461538461538464,0.6473684210526316,0.6052884615384615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4773,0.5192307692307693,0.8320000000000001,0.7690366972477064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4782,0.4230769230769231,0.7833333333333333,0.6553030303030303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4783,0.40384615384615385,0.3138888888888889,0.3138888888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4794,0.4230769230769231,0.8856481481481481,0.8766826923076924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4851,0.4230769230769231,0.8196428571428571,0.6229166666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4873,0.46153846153846156,0.7133928571428572,0.5566176470588236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4876,0.40384615384615385,0.36973684210526314,0.3671428571428571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4878,0.38461538461538464,0.3640625,0.3640625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4886,0.5192307692307693,0.6041666666666667,0.7263440860215054,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4896,0.40384615384615385,0.675,0.675,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4907,0.38461538461538464,0.6428571428571429,0.6942307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4911,0.46153846153846156,0.9260869565217391,0.8637096774193548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4932,0.4423076923076923,0.9541666666666666,0.9155769230769231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4983,0.36538461538461536,0.8236111111111111,0.8236111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4986,0.5769230769230769,0.5894736842105263,0.5576388888888889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4987,0.5576923076923077,0.6308823529411764,0.5519859813084113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5016,0.4230769230769231,0.6768518518518518,0.6544354838709677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5017,0.40384615384615385,0.503125,0.503125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5030,0.5,0.7990384615384615,0.8822058823529412,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5037,0.4230769230769231,0.6625,0.6625,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5061,0.6346153846153846,0.7032894736842106,0.7671348314606742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5070,0.5384615384615384,0.8483695652173913,0.783875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5071,0.5192307692307693,0.8114130434782609,0.7754943502824859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5080,0.4230769230769231,0.8452586206896552,0.8089788732394366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5094,0.5192307692307693,0.5932692307692308,0.4626953125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5111,0.38461538461538464,0.99,0.8027777777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5124,0.46153846153846156,0.64625,0.7439516129032258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5129,0.4807692307692308,0.8842391304347826,0.8789999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5133,0.4423076923076923,0.8607954545454545,0.8490131578947369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5149,0.46153846153846156,0.6413461538461538,0.6413461538461538,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5177,0.6153846153846154,0.6020833333333333,0.7702755905511811,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5182,0.5769230769230769,0.7559523809523809,0.7801470588235294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5188,0.5192307692307693,0.8235294117647058,0.6731132075471697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5204,0.46153846153846156,0.8394999999999999,0.8217391304347826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5207,0.4230769230769231,0.94375,0.94375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5223,0.46153846153846156,0.7635416666666667,0.728186274509804,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5244,0.5192307692307693,0.9005208333333334,0.8910326086956522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5253,0.40384615384615385,0.40750000000000003,0.4041666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5287,0.38461538461538464,0.18125,0.18125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5302,0.5,1.0,0.8703333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5315,0.40384615384615385,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5347,0.5,0.605,0.4032738095238095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5349,0.46153846153846156,0.2109375,0.2109375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5385,0.5769230769230769,0.7382352941176471,0.6185218978102189,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5390,0.5384615384615384,0.6602272727272728,0.5863207547169812,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5400,0.4230769230769231,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5419,0.36538461538461536,0.7866071428571428,0.6897058823529412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5426,0.4423076923076923,0.7263157894736842,0.6420454545454546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5498,0.40384615384615385,0.27125,0.3104166666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5504,0.4807692307692308,0.1125,0.6309322033898306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5512,0.4230769230769231,0.753125,0.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5520,0.4230769230769231,0.49736842105263157,0.49736842105263157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5530,0.46153846153846156,0.5269230769230769,0.784330985915493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5537,0.38461538461538464,0.2125,0.2125,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5570,0.38461538461538464,0.375,0.375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5582,0.40384615384615385,0.3401315789473684,0.3401315789473684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5601,0.40384615384615385,0.9893518518518519,0.9232371794871795,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5604,0.34615384615384615,0.08125,0.08125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5638,0.5384615384615384,0.2796875,0.39090909090909093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5650,0.4423076923076923,0.5097222222222222,0.46047297297297296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5735,0.40384615384615385,0.42000000000000004,0.42000000000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5748,0.5,0.6607142857142857,0.5556578947368421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5772,0.4423076923076923,0.7304347826086957,0.5068333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5775,0.38461538461538464,0.10625,0.19166666666666668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5792,0.36538461538461536,0.47023809523809523,0.46416666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5793,0.34615384615384615,0.45,0.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5814,0.4807692307692308,0.9573529411764706,0.7639344262295082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5826,0.40384615384615385,0.3986842105263158,0.37119565217391304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5833,0.4807692307692308,0.7921296296296296,0.6302536231884057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5864,0.46153846153846156,0.7671052631578947,0.6657051282051282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5868,0.38461538461538464,0.2375,0.2375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5923,0.5,0.20416666666666666,0.20416666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5927,0.4807692307692308,0.7581730769230769,0.6899253731343283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5944,0.38461538461538464,0.8053571428571429,0.8053571428571429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5969,0.5384615384615384,0.9078947368421053,0.898875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5986,0.5,0.896875,0.9136513157894737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5990,0.4230769230769231,0.655,0.6611111111111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6024,0.40384615384615385,0.9442708333333334,0.8066666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6025,0.38461538461538464,0.175,0.25625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6048,0.4423076923076923,0.9170833333333333,0.9061827956989248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6055,0.4807692307692308,0.46805555555555556,0.49338235294117644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
6116,0.5576923076923077,0.7777777777777778,0.6427447552447553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6124,0.5,0.621875,0.6206666666666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6135,0.40384615384615385,0.0625,0.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6169,0.5769230769230769,0.6422413793103449,0.5583333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6179,0.5192307692307693,0.9014705882352942,0.9450757575757576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6193,0.38461538461538464,0.9675,0.9675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6204,0.5192307692307693,0.8708333333333333,0.6406976744186046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6205,0.5,0.7390625,0.475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6214,0.40384615384615385,0.546875,0.6870535714285715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
6220,0.4807692307692308,0.5826388888888889,0.6189220183486238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
6225,0.38461538461538464,0.6298076923076923,0.6298076923076923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6245,0.6346153846153846,0.5865,0.6255487804878049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6246,0.6153846153846154,0.665,0.6309722222222222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
